Tournament/Split,League,Date,Game,Map,Team 1,Team 2,T1A1,T1A1P,T1A2,T1A2P,T1A3,T1A3P,T1A4,T1A4P,T1A5,T1A5P,T2A1,T2A1P,T2A2,T2A2P,T2A3,T2A3P,T2A4,T2A4P,T2A5,T2A5P,Winner,Loser
China Evolution Series: Act 2 X ACL Semifinals,OFFSEASON,"May 10, 2025",3,Lotus,TEC,WOL,Omen,Haodong,Deadlock,Abo,Breach,Coco,Tejo,lucas,Neon,TvirusLuke,Omen,Lysoar,Viper,Spring,Breach,Yuicaw,Tejo,SiuFatBB,Neon,Juicy,TEC,WOL
VCT Pacific Stage 1: Lower Finals,Pacific,"May 10, 2025",1,Fracture,RRQ,PRX,Brimstone,Jemkin,Vyse,xffero,Tejo,Kushy,Breach,crazyguy,Neon,Monyet,Brimstone,something,Killjoy,d4v41,Neon,f0rsakeN,Breach,PatMen,Raze,Jinggg,PRX,RRQ
VCT Pacific Stage 1: Lower Finals,Pacific,"May 10, 2025",2,Split,RRQ,PRX,Omen,crazyguy,Viper,xffero,Yoru,Jemkin,Fade,Kushy,Raze,Monyet,Omen,f0rsakeN,Viper,d4v41,Jett,something,Skye,PatMen,Raze,Jinggg,RRQ,PRX
VCT Pacific Stage 1: Lower Finals,Pacific,"May 10, 2025",3,Pearl,RRQ,PRX,Astra,xffero,Killjoy,Kushy,Yoru,Jemkin,Tejo,crazyguy,Neon,Monyet,Astra,d4v41,Killjoy,f0rsakeN,Phoenix,Jinggg,Fade,PatMen,Jett,something,RRQ,PRX
VCT Pacific Stage 1: Lower Finals,Pacific,"May 10, 2025",4,Icebox,RRQ,PRX,Viper,Monyet,Killjoy,xffero,KAY/O,Kushy,Tejo,crazyguy,Jett,Jemkin,Viper,PatMen,Killjoy,d4v41,Omen,Jinggg,Sova,f0rsakeN,Jett,something,PRX,RRQ
VCT Pacific Stage 1: Lower Finals,Pacific,"May 10, 2025",5,Ascent,RRQ,PRX,Omen,Monyet,Cypher,xffero,Tejo,crazyguy,Sova,Kushy,Yoru,Jemkin,Omen,Jinggg,Vyse,d4v41,KAY/O,PatMen,Fade,f0rsakeN,Jett,something,RRQ,PRX
VCT EMEA Stage 1: Upper Semifinals,EMEA,"May 10, 2025",1,Ascent,TH,BBL,Omen,Boo,Cypher,benjyfishy,Yoru,MiniBoo,Sova,RieNs,Jett,Wo0t,Omen,PROFEK,Tejo,sociablEE,KAY/O,Jamppi,Fade,MAGNUM,Jett,LewN,TH,BBL
VCT EMEA Stage 1: Upper Semifinals,EMEA,"May 10, 2025",2,Icebox,TH,BBL,Viper,Boo,Killjoy,benjyfishy,Tejo,Wo0t,Gekko,RieNs,Neon,MiniBoo,Viper,PROFEK,Killjoy,MAGNUM,KAY/O,Jamppi,Tejo,sociablEE,Jett,LewN,TH,BBL
VCT EMEA Stage 1: Upper Semifinals,EMEA,"May 10, 2025",1,Split,TL,FNC,Astra,Serial,Viper,nAts,Yoru,kamo,Fade,paTiTek,Raze,Keiko,Astra,Boaster,Viper,Chronicle,Yoru,kaajak,Fade,crashies,Raze,Alfajer,FNC,TL
VCT EMEA Stage 1: Upper Semifinals,EMEA,"May 10, 2025",2,Icebox,TL,FNC,Viper,nAts,Killjoy,Serial,KAY/O,paTiTek,Gekko,kamo,Jett,Keiko,Viper,Boaster,Killjoy,Alfajer,Tejo,crashies,Gekko,Chronicle,Sage,kaajak,TL,FNC
VCT EMEA Stage 1: Upper Semifinals,EMEA,"May 10, 2025",3,Fracture,TL,FNC,Brimstone,Keiko,Vyse,nAts,Tejo,Serial,Breach,paTiTek,Neon,kamo,Brimstone,Boaster,Cypher,Alfajer,Tejo,crashies,Breach,Chronicle,Neon,kaajak,FNC,TL
VCT Pacific Stage 1: Grand Finals,Pacific,"May 11, 2025",1,Haven,GEN,RRQ,Omen,Karon,Killjoy,Foxy9,Viper,Munchkin,Tejo,Ash,Neon,t3xture,Omen,crazyguy,Cypher,xffero,Iso,Jemkin,Sova,Kushy,Yoru,Monyet,GEN,RRQ
VCT Pacific Stage 1: Grand Finals,Pacific,"May 11, 2025",2,Ascent,GEN,RRQ,Omen,Karon,Killjoy,Foxy9,KAY/O,Munchkin,Sova,Ash,Jett,t3xture,Omen,Monyet,Cypher,xffero,Tejo,crazyguy,Sova,Kushy,Yoru,Jemkin,RRQ,GEN
VCT Pacific Stage 1: Grand Finals,Pacific,"May 11, 2025",3,Lotus,GEN,RRQ,Omen,Karon,Vyse,Foxy9,Viper,Munchkin,Fade,Ash,Raze,t3xture,Omen,Monyet,Viper,xffero,Breach,crazyguy,Tejo,Kushy,Yoru,Jemkin,RRQ,GEN
VCT Pacific Stage 1: Grand Finals,Pacific,"May 11, 2025",4,Icebox,GEN,RRQ,Viper,Karon,Killjoy,Foxy9,KAY/O,Munchkin,Tejo,Ash,Yoru,t3xture,Viper,Monyet,Killjoy,xffero,KAY/O,Kushy,Tejo,crazyguy,Jett,Jemkin,RRQ,GEN
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",1,Haven,BBL,FUT,Omen,PROFEK,Cypher,MAGNUM,Breach,Jamppi,Sova,sociablEE,Jett,LewN,Omen,AtaKaptan,Cypher,yetujey,Chamber,xeus,Sova,MrFaliN,Neon,qRaxs,FUT,BBL
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",2,Split,BBL,FUT,Omen,PROFEK,Cypher,MAGNUM,Breach,Jamppi,Tejo,sociablEE,Raze,LewN,Omen,AtaKaptan,Viper,yetujey,Tejo,MrFaliN,Fade,qRaxs,Yoru,xeus,BBL,FUT
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",3,Ascent,BBL,FUT,Omen,PROFEK,Tejo,sociablEE,KAY/O,Jamppi,Fade,MAGNUM,Jett,LewN,Omen,AtaKaptan,Killjoy,yetujey,KAY/O,qRaxs,Sova,MrFaliN,Yoru,xeus,BBL,FUT
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",1,Icebox,TL,NAVI,Viper,nAts,Killjoy,Serial,KAY/O,paTiTek,Gekko,kamo,Jett,Keiko,Viper,Ruxic,Killjoy,hiro,Tejo,ANGE1,Gekko,Shao,Omen,koalanoob,NAVI,TL
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",2,Split,TL,NAVI,Astra,Serial,Viper,nAts,Yoru,kamo,Fade,paTiTek,Raze,Keiko,Omen,Ruxic,Vyse,hiro,Astra,Shao,Fade,ANGE1,Raze,koalanoob,TL,NAVI
VCT EMEA Stage 1: Lower Round 2,EMEA,"May 11, 2025",3,Ascent,TL,NAVI,Omen,Keiko,Cypher,nAts,Deadlock,Serial,Tejo,paTiTek,Jett,kamo,Omen,Ruxic,Cypher,hiro,Deadlock,ANGE1,Tejo,Shao,Yoru,koalanoob,TL,NAVI
China Evolution Series: Act 2 X ACL Grand Finals,OFFSEASON,"May 12, 2025",1,Haven,EDG,TEC,Omen,Smoggy,Cypher,CHICHOO,Breach,Jieni7,Sova,nobody,Neon,ZmjjKK,Omen,Haodong,Killjoy,Abo,Breach,Coco,Tejo,lucas,Neon,TvirusLuke,EDG,TEC
China Evolution Series: Act 2 X ACL Grand Finals,OFFSEASON,"May 12, 2025",2,Lotus,EDG,TEC,Omen,Smoggy,Vyse,CHICHOO,Breach,Jieni7,Fade,nobody,Neon,ZmjjKK,Omen,Haodong,Deadlock,Abo,Breach,Coco,Tejo,lucas,Neon,TvirusLuke,EDG,TEC
China Evolution Series: Act 2 X ACL Grand Finals,OFFSEASON,"May 12, 2025",3,Ascent,EDG,TEC,Omen,Smoggy,Vyse,CHICHOO,KAY/O,Jieni7,Sova,nobody,Jett,ZmjjKK,Omen,Haodong,Killjoy,Abo,KAY/O,Coco,Tejo,lucas,Jett,TvirusLuke,EDG,TEC
VCT EMEA Stage 1: Upper Finals,EMEA,"May 16, 2025",1,Fracture,TH,FNC,Brimstone,Boo,Cypher,benjyfishy,Tejo,Wo0t,Breach,RieNs,Neon,MiniBoo,Brimstone,Boaster,Cypher,Alfajer,Tejo,crashies,Breach,Chronicle,Neon,kaajak,FNC,TH
VCT EMEA Stage 1: Upper Finals,EMEA,"May 16, 2025",2,Icebox,TH,FNC,Viper,Boo,Killjoy,benjyfishy,Gekko,Wo0t,Sova,RieNs,Neon,MiniBoo,Viper,Boaster,Killjoy,Alfajer,Tejo,crashies,Gekko,Chronicle,Sage,kaajak,FNC,TH
VCT EMEA Stage 1: Lower Round 3,EMEA,"May 16, 2025",1,Haven,TL,BBL,Omen,Keiko,Cypher,nAts,Deadlock,Serial,Tejo,paTiTek,Yoru,kamo,Omen,PROFEK,Cypher,MAGNUM,Iso,LewN,Sova,Jamppi,Yoru,sociablEE,TL,BBL
VCT EMEA Stage 1: Lower Round 3,EMEA,"May 16, 2025",2,Split,TL,BBL,Astra,Serial,Viper,nAts,Yoru,kamo,Fade,paTiTek,Raze,Keiko,Omen,PROFEK,Sage,sociablEE,Deadlock,MAGNUM,Breach,Jamppi,Raze,LewN,BBL,TL
VCT EMEA Stage 1: Lower Round 3,EMEA,"May 16, 2025",3,Fracture,TL,BBL,Brimstone,Keiko,Vyse,nAts,Tejo,Serial,Breach,paTiTek,Neon,kamo,Brimstone,PROFEK,Cypher,MAGNUM,Tejo,sociable,Breach,Jamppi,Jett,LewN,TL,BBL
EWC EMEA Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",1,Haven,M8,KOI,Omen,Proxh,Cypher,Minny,Breach,kamyk,Sova,Zyppan,Jett,Veqaj,Omen,baddyG,Cypher,MONSTEERR,Breach,nataNk,Sova,flyuh,Jett,Filu,M8,KOI
EWC EMEA Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",2,Ascent,M8,KOI,Omen,Proxh,Cypher,Minny,KAY/O,kamyk,Sova,Zyppan,Jett,Veqaj,Omen,baddyG,Vyse,MONSTEERR,KAY/O,nataNk,Sova,flyuh,Jett,Filu,M8,KOI
EWC EMEA Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",1,Haven,APK,GX,Omen,AvovA,Cypher,Tag,Breach,batujnax,Sova,MOLSI,Neon,SimonD4rk,Omen,grubinho,Cypher,westside,Breach,Flickless,Sova,Cloud,Jett,ara,GX,APK
EWC EMEA Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",2,Lotus,APK,GX,Omen,AvovA,Cypher,Tag,Breach,MOLSI,Tejo,batujnax,Neon,SimonD4rk,Omen,grubinho,Vyse,westside,Breach,Flickless,Tejo,Cloud,Neon,ara,GX,APK
EWC EMEA Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",1,Haven,NAVI,KC,Omen,Ruxic,Cypher,hiro,Breach,Shao,Sova,ANGE1,Yoru,koalanoob,Omen,SUYGETSU,Cypher,Elite,Phoenix,avez,Sova,saadhak,Yoru,marteen,KC,NAVI
EWC EMEA Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",2,Icebox,NAVI,KC,Viper,Ruxic,Killjoy,hiro,Tejo,ANGE1,Gekko,Shao,Omen,koalanoob,Viper,SUYGETSU,Killjoy,Elite,KAY/O,saadhak,Tejo,avez,Omen,marteen,KC,NAVI
EWC EMEA Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",1,Fracture,FUT,VIT,Brimstone,AtaKaptan,Cypher,yetujey,KAY/O,qRaxs,Breach,MrFaliN,Neon,xeus,Brimstone,CyvOph,Cypher,Less,Tejo,Kicks,Breach,Sayf,Neon,Derke,FUT,VIT
EWC EMEA Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",2,Haven,FUT,VIT,Omen,AtaKaptan,Cypher,yetujey,Chamber,xeus,Sova,MrFaliN,Neon,qRaxs,Omen,CyvOph,Cypher,Less,Iso,Sayf,Sova,Kicks,Yoru,Derke,FUT,VIT
VCT EMEA Stage 1: Lower Finals,EMEA,"May 17, 2025",1,Haven,TH,TL,Omen,Boo,Cypher,benjyfishy,Iso,Wo0t,Sova,RieNs,Yoru,MiniBoo,Omen,Keiko,Cypher,nAts,Deadlock,Serial,Tejo,paTiTek,Yoru,kamo,TH,TL
VCT EMEA Stage 1: Lower Finals,EMEA,"May 17, 2025",2,Ascent,TH,TL,Omen,Boo,Cypher,benjyfishy,Yoru,MiniBoo,Sova,RieNs,Jett,Wo0t,Omen,Keiko,Cypher,nAts,Deadlock,Serial,Tejo,paTiTek,Jett,kamo,TH,TL
VCT EMEA Stage 1: Lower Finals,EMEA,"May 17, 2025",3,Icebox,TH,TL,Viper,Boo,Killjoy,benjyfishy,Gekko,Wo0t,Sova,RieNs,Neon,MiniBoo,Viper,nAts,Killjoy,Serial,KAY/O,paTiTek,Gekko,kamo,Jett,Keiko,TH,TL
EWC Americas Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",1,Icebox,FUR,LEV,Viper,heat,Killjoy,Urango,Harbor,tuyz,Sova,woddy,Jett,Palla,Viper,kiNgg,Killjoy,tex,Harbor,Okeanos,Sova,C0M,Jett,Sato,LEV,FUR
EWC Americas Qualifier: Lower Round 1,OFFSEASON,"May 17, 2025",2,Lotus,FUR,LEV,Omen,tuyz,Viper,heat,Breach,Urango,Tejo,woddy,Neon,Palla,Omen,kiNgg,Viper,tex,Breach,Okeanos,Tejo,C0M,Yoru,Sato,LEV,FUR
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",1,Pearl,KRU,C9,Astra,nerve,Vyse,Melser,Tejo,adverso,Fade,Mazino,Yoru,traded,Astra,v1c,Cypher,neT,Yoru,Xeppaa,Sova,mitch,Jett,OXY,KRU,C9
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",2,Split,KRU,C9,Omen,nerve,Viper,Melser,Breach,Mazino,Tejo,adverso,Jett,traded,Omen,v1c,Viper,neT,Breach,mitch,Tejo,Xeppaa,Yoru,OXY,C9,KRU
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",3,Lotus,KRU,C9,Omen,nerve,Cypher,Melser,Viper,adverso,Fade,Mazino,Raze,traed,Omen,v1c,Vyse,neT,Breach,mitch,Tejo,Xeppaa,Neon,OXY,C9,KRU
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",1,Haven,100T,NRG,Omen,zander,Cypher,Boostio,Iso,Cryo,Sova,eeiu,Neon,Asuna,Omen,s0m,Cypher,skuba,Breach,Ethan,Sova,brawk,Neon,mada,NRG,100T
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",2,Ascent,100T,NRG,Omen,zander,Killjoy,Boostio,KAY/O,Asuna,Sova,eeiu,Jett,Cryo,Omen,skuba,Vyse,s0m,KAY/O,Ethan,Tejo,brawk,Jett,mada,100T,NRG
EWC Americas Qualifier: Upper Semifinals,OFFSEASON,"May 17, 2025",3,Fracture,100T,NRG,Brimstone,zander,Chamber,Cryo,Tejo,eeiu,Breach,Boostio,Neon,Asuna,Brimstone,skuba,Vyse,s0m,Tejo,brawk,Breach,Ethan,Raze,mada,100T,NRG
VCT EMEA Stage 1: Grand Finals,EMEA,"May 18, 2025",1,Split,FNC,TH,Astra,Boaster,Viper,Chronicle,Yoru,kaajak,Fade,crashies,Raze,Alfajer,Omen,Boo,Viper,benjyfishy,Yoru,MiniBoo,Fade,RieNs,Raze,Wo0t,FNC,TH
VCT EMEA Stage 1: Grand Finals,EMEA,"May 18, 2025",2,Icebox,FNC,TH,Viper,Boaster,Killjoy,Alfajer,Tejo,crashies,Gekko,Chronicle,Sage,kaajak,Viper,Boo,Killjoy,benjyfishy,Gekko,Wo0t,Sova,RieNs,Neon,MiniBoo,FNC,TH
VCT EMEA Stage 1: Grand Finals,EMEA,"May 18, 2025",3,Fracture,FNC,TH,Brimstone,Boaster,Cypher,Alfajer,Tejo,crashies,Breach,Chronicle,Neon,kaajak,Brimstone,Boo,Cypher,benjyfishy,Yoru,MiniBoo,Fade,RieNs,Raze,Wo0t,FNC,TH
EWC EMEA Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",1,Split,VIT,M8,Omen,CyvOph,Viper,Less,Breach,Sayf,Tejo,Kicks,Yoru,Derke,Omen,Proxh,Viper,Minny,Breach,kamyk,Tejo,Zyppan,Yoru,Veqaj,M8,VIT
EWC EMEA Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",2,Icebox,VIT,M8,Viper,Less,Killjoy,CyvOph,Harbor,Sayf,Sova,Kicks,Jett,Derke,Viper,Proxh,Killjoy,Minny,KAY/O,kamyk,Tejo,Zyppan,Jett,Veqaj,VIT,M8
EWC EMEA Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",3,Haven,VIT,M8,Omen,CyvOph,Cypher,Less,Iso,Sayf,Sova,Kicks,Yoru,Derke,Omen,Proxh,Cypher,Minny,Breach,kamyk,Sova,Zyppan,Jett,Veqaj,M8,VIT
EWC EMEA Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",1,Ascent,NAVI,GX,Omen,Ruxic,Cypher,hiro,Deadlock,ANGE1,Tejo,Shao,Yoru,koalanoob,Omen,grubinho,Cypher,westside,KAY/O,Flickless,Sova,Cloud,Jett,ara,NAVI,GX
EWC EMEA Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",2,Pearl,NAVI,GX,Astra,Ruxic,Cypher,hiro,Tejo,Shao,Fade,ANGE1,Yoru,koalanoob,Astra,grubinho,Vyse,westside,Tejo,Flickless,Sova,Cloud,Yoru,ara,NAVI,GX
EWC EMEA Qualifier: Upper Finals,OFFSEASON,"May 18, 2025",1,Lotus,FUT,KC,Omen,AtaKaptan,Cypher,yetujey,Breach,MrFaliN,Fade,qRaxs,Raze,xeus,Omen,SUYGETSU,Cypher,Elite,Yoru,marteen,Fade,saadhak,Raze,avez,KC,FUT
EWC EMEA Qualifier: Upper Finals,OFFSEASON,"May 18, 2025",2,Ascent,FUT,KC,Omen,AtaKaptan,Cypher,yetujey,KAY/O,qRaxs,Sova,MrFaliN,Yoru,xeus,Omen,SUYGETSU,Cypher,Elite,KAY/O,saadhak,Sova,avez,Jett,marteen,FUT,KC
EWC EMEA Qualifier: Upper Finals,OFFSEASON,"May 18, 2025",3,Haven,FUT,KC,Omen,AtaKaptan,Cypher,yetujey,Chamber,xeus,Sova,MrFaliN,Neon,qRaxs,Omen,SUYGETSU,Cypher,Elite,Phoenix,avez,Sova,saadhak,Yoru,marteen,KC,FUT
EWC Americas Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",1,Pearl,NRG,2G,Astra,skuba,Vyse,s0m,KAY/O,Ethan,Tejo,brawk,Jett,mada,Astra,lz,Vyse,jayp,Tejo,silentzz,Fade,pryze,Yoru,gobera,NRG,2G
EWC Americas Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",2,Haven,NRG,2G,Omen,s0m,Cypher,skuba,Breach,Ethan,Sova,brawk,Neon,mada,Omen,lz,Cypher,jayp,Iso,silentzz,Sova,pryze,Yoru,gobera,NRG,2G
EWC Americas Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",1,Haven,KRU,LEV,Omen,nerve,Cypher,Melser,Breach,Mazino,Sova,adverso,Jett,traded,Omen,kiNgg,Cypher,tex,Breach,Okeanos,Sova,C0m,Jett,Sato,KRU,LEV
EWC Americas Qualifier: Lower Round 2,OFFSEASON,"May 18, 2025",2,Pearl,KRU,LEV,Astra,nerve,Vyse,Melser,Tejo,adverso,Fade,Mazino,Yoru,traded,Astra,kiNgg,Vyse,tex,Tejo,Okeanos,Fade,C0M,Yoru,Sato,KRU,LEV
EWC Americas Qualifier: Upper Finals,OFFSEASON,"May 18, 2025",1,Haven,100T,C9,Omen,zander,Cypher,Boostio,Iso,Cryo,Sova,eeiu,Neon,Asuna,Omen,v1c,Cypher,net,Breach,mitch,Sova,Xeppaa,Jett,OXY,100T,C9
EWC Americas Qualifier: Upper Finals,OFFSEASON,"May 18, 2025",2,Split,100T,C9,Astra,zander,Sage,Cryo,Breach,Boostio,Tejo,eeiu,Raze,Asuna,Omen,v1c,Viper,neT,Breach,mitch,Tejo,Xeppaa,Yoru,OXY,100T,C9
EWC EMEA Qualifier: Lower Round 3,OFFSEASON,"May 19, 2025",1,Fracture,NAVI,M8,Brimstone,Ruxic,Cypher,hiro,KAY/O,ANGE1,Breach,Shao,Jett,koalanoob,Brimstone,Proxh,Cypher,Minny,Tejo,Zyppan,Breach,kamyk,Neon,Veqaj,M8,NAVI
EWC EMEA Qualifier: Lower Round 3,OFFSEASON,"May 19, 2025",2,Ascent,NAVI,M8,Omen,Ruxic,Cypher,hiro,Deadlock,ANGE1,Tejo,Shao,Yoru,koalanoob,Omen,Proxh,Cypher,Minny,KAY/O,kamyk,Sova,Zyppan,Jett,Veqaj,NAVI,M8
EWC EMEA Qualifier: Lower Round 3,OFFSEASON,"May 19, 2025",3,Icebox,NAVI,M8,Viper,Ruxic,Killjoy,hiro,Tejo,ANGE1,Gekko,Shao,Omen,koalanoob,Viper,Proxh,Killjoy,Minny,KAY/O,kamyk,Tejo,Zyppan,Jett,Veqaj,NAVI,M8
EWC Americas Qualifier: Lower Round 3,OFFSEASON,"May 19, 2025",1,Lotus,KRU,NRG,Omen,nerve,Vyse,Melser,Breach,Mazino,Tejo,adverso,Neon,traded,Omen,s0m,Viper,skuba,Breach,Ethan,Tejo,brawk,Neon,mada,NRG,KRU
EWC Americas Qualifier: Lower Round 3,OFFSEASON,"May 19, 2025",2,Icebox,KRU,NRG,Viper,nerve,Killjoy,Melser,Harbor,Mazino,Sova,adverso,Jett,traded,Viper,skuba,Killjoy,s0m,Harbor,Ethan,Sova,brawk,Jett,mada,NRG,KRU
EWC EMEA Qualifier: Lower Finals,OFFSEASON,"May 20, 2025",1,Pearl,FUT,NAVI,Astra,AtaKaptan,Cypher,yetujey,Tejo,MrFaliN,Fade,qRaxs,Yoru,xeus,Astra,Ruxic,Cypher,hiro,Tejo,Shao,Fade,ANGE1,Yoru,koalanoob,FUT,NAVI
EWC EMEA Qualifier: Lower Finals,OFFSEASON,"May 20, 2025",2,Ascent,FUT,NAVI,Omen,AtaKaptan,Cypher,yetujey,KAY/O,qRaxs,Sova,MrFaliN,Yoru,xeus,Omen,Ruxic,Cypher,hiro,Deadlock,ANGE1,Tejo,Shao,Yoru,koalanoob,FUT,NAVI
EWC Americas Qualifier: Lower Finals,OFFSEASON,"May 20, 2025",1,Split,C9,NRG,Omen,v1c,Viper,net,Breach,mitch,Tejo,Xeppaa,Yoru,OXY,Omen,s0m,Viper,skuba,Vyse,brawk,Skye,Ethan,Raze,mada,NRG,C9
EWC Americas Qualifier: Lower Finals,OFFSEASON,"May 20, 2025",2,Icebox,C9,NRG,Viper,v1c,Killjoy,neT,Tejo,Xeppaa,Gekko,mitch,Reyna,OXY,Viper,skuba,Killjoy,s0m,Harbor,Ethan,Sova,brawk,Jett,mada,NRG,C9
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Sunset,PRX,TLN,Omen,f0rsakeN,Sage,d4v41,Viper,mindfreak,Sova,something,Raze,Jinggg,Omen,thyy,Cypher,JitBoyS,Breach,Killua,Sova,Crws,Neon,primmie,PRX,TLN
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Ascent,T1,GE,Omen,DH,Cypher,iZu,Yoru,BuZz,Sova,stax,Jett,Meteor,Omen,Papi,Killjoy,Deryeon,KAY/O,yoman,Sova,Kr1stal,Jett,UdoTan,GE,T1
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Lotus,PRX,T1,Omen,mindfreak,Vyse,d4v41,Yoru,something,Fade,f0rsakeN,Raze,Jinggg,Omen,DH,Viper,iZu,Iso,Meteor,Sova,stax,Raze,BuZz,PRX,T1
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Ascent,TLN,GE,Omen,thyy,Cypher,JitBoyS,Deadlock,Crws,Sova,Killua,Jett,primmie,Omen,Papi,Killjoy,Deryeon,KAY/O,yoman,Sova,Kr1stal,Jett,UdoTan,GE,TLN
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Icebox,PRX,GE,Viper,mindfreak,Killjoy,d4v41,Omen,Jinggg,Sova,f0rsakeN,Jett,something,Viper,Papi,Killjoy,Deryeon,KAY/O,yoman,Sova,Kr1stal,Jett,UdoTan,PRX,GE
EWC Pacific X Asian Qualifier: Day 1,OFFSEASON,"May 22, 2025",1,Sunset,TLN,T1,Omen,thyy,Cypher,JitBoyS,Breach,Killua,Sova,Crws,Neon,primmie,Omen,DH,Cypher,Meteor,Yoru,iZu,Sova,stax,Neon,BuZz,T1,TLN
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Icebox,DRX,BME,Viper,MaKo,Killjoy,BeYN,Omen,Estrella,Tejo,freeing,Jett,HYUNMIN,Viper,dos9,Killjoy,BerserX,KAY/O,NcSlasher,Gekko,Shiro,Omen,Famouz,DRX,BME
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Pearl,NS,TS,Astra,Persia,Killjoy,margaret,Vyse,Ivy,Sova,Francis,Neon,Dambi,Astra,ZesBeeW,Killjoy,n1zzy,Vyse,kellyS,Sova,invy,Neon,Wild0reoo,TS,NS
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Haven,DRX,NS,Omen,MaKo,Cypher,freeing,Breach,Estrella,Sova,BeYN,Neon,HYUNMIN,Omen,Persia,Cypher,margaret,Breach,Dambi,Sova,Ivy,Neon,Francis,NS,DRX
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Lotus,BME,TS,Omen,dos9,Cypher,BerserX,Deadlock,NcSlasher,Fade,Shiro,Raze,Famouz,Omen,ZesBeeW,Viper,n1zzy,Breach,kellyS,Tejo,invy,Yoru,Wild0reoo,TS,BME
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Split,DRX,TS,Omen,Estrella,Viper,MaKo,Deadlock,BeYN,Tejo,freeing,Neon,HYUNMIN,Omen,ZesBeeW,Viper,kellyS,Yoru,n1zzy,Fade,invy,Raze,Wild0reoo,DRX,TS
EWC Pacific X Asian Qualifier: Day 2,OFFSEASON,"May 23, 2025",1,Sunset,BME,NS,Omen,dos9,Cypher,BerserX,Deadlock,NcSlasher,Sova,Shiro,Yoru,Famouz,Clove,Persia,Cypher,margaret,Breach,Francis,Fade,Invy,Neon,Dambi,BME,NS
EWC EMEA Qualifier - Phase 2 Opening,OFFSEASON,"May 23, 2025",1,Haven,TL,FUT,Omen,Keiko,Killjoy,Serial,Viper,nAts,Sova,paTiTek,Neon,kamo,Omen,AtaKaptan,Cypher,yetujey,Yoru,xeus,Sova,MrFaliN,Neon,qRaxs,TL,FUT
EWC EMEA Qualifier - Phase 2 Opening,OFFSEASON,"May 23, 2025",2,Split,TL,FUT,Astra,Serial,Viper,nATs,Yoru,kamo,Fade,paTiTek,Raze,Keiko,Omen,AtaKaptan,Viper,yetujey,Yoru,xeus,Fade,MrFaliN,Raze,qRaxs,TL,FUT
EWC EMEA Qualifier - Phase 2 Opening,OFFSEASON,"May 23, 2025",1,Ascent,BBL,KC,Omen,PROFEK,Tejo,sociablEE,KAY/O,Jamppi,Fade,MAGNUM,Jett,LewN,Omen,SUYGETSU,Cypher,Elite,KAY/O,saadhak,Sova,avez,Jett,marteen,BBL,KC
